sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
88," Mrs. bundy: The gulls were after your fish, Mr.
Melanie: What were the crows after at the school?
Mrs. bundy: What do you think they were after, Miss...?
Melanie: Daniels. I think they were after the children.
Mrs. bundy: For what purpose?
Melanie: To...
Mrs. bundy: Why?
Melanie: I don't know why.
Mrs. bundy: I thought not. Birds have been on this planet since archaeopteryx, Miss Daniels; a hundred and twenty million years ago!
Mrs. bundy: Doesn't it seem odd that they'd wait all that time to start a... a war against humanity?
Melanie: No one called it a war! ",Melanie,Mrs. bundy,Opponents,The Birds,Female,Female,1,White,White,
89," Melanie: Have you ever seen a jay protecting a nest?
Mrs. bundy: I have seen jays doing everything it is conceivable for jays to do.
Melanie: Maybe they're all protecting the species. Maybe they're tired of being shot at and roasted in ovens and...
Mrs. bundy: Are you discussing gamebirds now?
Melanie: I don't know anything about birds except that they're attacking this town. ",Melanie,Mrs. bundy,Opponents,The Birds,Female,Female,1,White,White,
90," Melanie: This isn't a few birds! I keep telling you that! These are gulls and swifts and crows and...
Mrs. bundy: And what? Vultures? Hawks? Eagles?
Melanie: Maybe! Is it impossible?
Mrs. bundy: Yes. I have never known birds of different species to flock together. ",Melanie,Mrs. bundy,Opponents,The Birds,Female,Female,1,White,White,
91," David: Petulia?
Petulia: Hi.
David: You okay?
Petulia: Uh huh.
David: Sure?
Petulia: Of course.
David: Just before --- ",David,Petulia,Spouse,Petulia,Male,Female,1,White,White,
92," David: Come on, let's eat. Morrie finally got a shipment of Dungeness crab.
Petulia: About time.
David: Well, poor guy. They had all that trouble. ",David,Petulia,Spouse,Petulia,Male,Female,1,White,White,
93," David: Get in. It's still a long drive. We'll never get home.
Petulia: Okay. He can wait inside. The cashier's a sweet old dear. I'll have him keep an eye on the ckeeky little bugger!
David: You promised 'Oliver' 'San Francisco.'
Petulia: I did not.
David: Like hell you didn't'.
David: I dig, bitch, I dig!
David: I dig. ",David,Petulia,Spouse,Petulia,Male,Female,1,White,White,
94," Petulia: How could he have gone? Just like that?
David: Where mama is concerned, papa is a very loving man. Open.
David: Please don't.
Petulia: He Dromised; DAVID ",David,Petulia,Spouse,Petulia,Male,Female,1,White,White,"David is also referred to as ""DAVID"""
95," Petulia: All right, David.
David: Only a crazy man hits a woman. Or a coward. T won't ever again. I'd stick my hand into a garbage disposal.
David: Hang on to it. If I come for you let me have a flare. Between the eyes.
David: Girls are beautiful, PETULIA
Petulia: The first time I saw you, you were being charming to- somebody who didn't buy a boat after all, You were wearing a light blue turtleneck sweater. Your sunglasses wÂ®re'pushed up into your hair. You had sandals, but'-no socks. Trying. to sell a forty foot yacht without socks. I had never seen anything so perfect. 'He's not real. He's one of those plastic gadgets Americans do so well. Ah, but I want one.' ",David,Petulia,Spouse,Petulia,Male,Female,1,White,White,"Petulia is also referred to as ""PETULIA"""
96," Steve: Your sister calls. I'll talk to you later.
Curt: Now, Steve! Let her wait.
Steve: Okay, make it short and sweet.
Curt: Yeah, well... Listen...
Steve: What! Come on, what are you talking about?
Curt: I don't know. I was thinking I might wait for a year... go to city--
Steve: You chicken fink.
Curt: Wait, let me explain--
Steve: You can't back out now! After all we went through to get accepted. We're finally getting out of this turkey town and now you want to crawl back into your cell--look, I gotta talk to Laurie. ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
97," Curt: What? What?!!!
Steve: We didn't say anything.
Curt: Quick! Hang a right!
Steve: What? Why?
Curt: Cut over to G Street, I've just seen a vision! She was a goddess. You've got to catch her!
Steve: I didn't see anything. ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
98," Curt: I'm telling you, this was the most perfect, dazzling creature I've ever seen.
Steve: She's gone. Forget it.
Curt: She spoke to me. She spoke to me, right through the window. I think she said, 'I love you.'
Curt: That means nothing to you people? ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
99," Curt: Hold that up.
Curt: Wait a minute, wait a minute. I've heard this already. Aren't you the one who for eight weeks has been telling me you have to leave the nest sometime?
Steve: I realize that. I realize--
Curt: No--no realizing. You've been telling me all summer that it's time to pull your head out of the sand and take a look at the big, beautiful world out there. Gimme this thing.
Steve: I guess I was wrong. I may have been wrong.
Curt: Wrong nothing. You've been talking about getting out of this town for eight weeks. And now--goddamnit!-- ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
100," Steve: Where are you going? It's awfully early in the morning.
Curt: I have a dental appointment.
Steve: Come on, Curt...
Curt: Just relax, wil ya? I'll see you at the airport. ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
101," Steve: Good luck.
Curt: Yeah, same to you. And I better see you there next year.
Steve: Oh yeah, I'll be there.
Curt: Sure.
Curt: See ya later. ",Curt,Steve,Friends,American Graffiti,Male,Male,1,White,White,
102," Coleman: You're late.  Where you been?
Hooker: I had some appointments.
Coleman: How much did ya lose?
Hooker: All of it.
Coleman: In one goddamn night?  What are ya sprayin' money around like that for?
Hooker: I checked the place out.  There weren't no dicks in there.
Coleman: You're a con man, and you blew it like a pimp.  I didn't teach ya to be no pimp.
Hooker: What's eatin' you?  I've blown money before.
Coleman: No class grifter woulda' done it, that's all.
Hooker: You think my play is bad?
Coleman: I think it's the best...
Hooker: What?
Coleman: I'm gettin' too slow for this racket.  I done the best I'm gonna do.  You hang on too long, you start embarrassin' yourself.
Hooker: What are you talkin' about?  We just took off the biggest score we've ever had.  We can do anything we want now.
Coleman: It's nothin' compared to what you could be makin' on the Big Con.
Hooker: Hey look.  You think I'm gonna run out on ya or somethin'?  Just cause we hit it big.  Luther, I owe you everything.  If you hadn't taught me con, I wouldn't know nothin'.
Coleman: Aw hell, you sound like some goddamn sucker.  You know everything I know.  You got nothin' more to learn from me.
Hooker: But you played the Big Con.  You said it was nothin'.  A game for flakes and mama's boys.
Coleman: And I'm tellin' ya now, you're a fool if you don't get into it.  A bigger fool than I was.
Hooker: What the hell you gonna do with yourself?
Coleman: Aw, I got a brother down in K.C., runs a freight outlet.  I can go halfsies with 'em!  It ain't too exciting, but it's mostly legal.
Coleman: Straighten up, kid.  I wouldn't turn ya out if ya weren't ready.
Hooker: You'll take a cut of what I make, won't ya?
Coleman: I'm out, Johnny.
Hooker: If that's the way you want it.
Coleman: That's the way I want it. ",Coleman,Hooker,Colleague/Partners,The Sting,Male,Male,1,Black,White,These two seem to be last names
103," Gittes: How do you do, Mrs. Mulwray?
Mrs. mulwray: Mr. Gittes...
Gittes: Now, Mrs. Mulwray, what seems to be the problem?
Mrs. mulwray: My husband, I believe, is seeing another woman.
Gittes: No, really?
Mrs. mulwray: I'm afraid so.
Gittes: I am sorry.
Mrs. mulwray: Can't we talk about this alone, Mr.
Gittes: I'm afraid not, Mrs. Mulwray. These men are my operatives and at some point they're going to assist me. I can't do everything myself.
Mrs. mulwray: Of course not.
Gittes: Now, what makes you certain he is involved with someone?
Mrs. mulwray: A wife can tell.
Gittes: Mrs. Mulwray, do you love your husband?
Gittes: Then go home and forget about it.
Mrs. mulwray: But...
Mrs. mulwray: But I have to know.
Gittes: All right, what's your husband's first name?
Mrs. mulwray: Hollis. Hollis Mulwray.
Gittes: Water and Power?
Mrs. mulwray: He's the Chief Engineer. ",Gittes,Mrs. mulwray,Professional Contact,Chinatown,Male,Female,0,White,White,"Mrs. mulwray is also referred to as ""Mrs. Mulwray"", my husband, your husband"
104," Fredo: Hiya, Freddie Corleone.
Michael: Mio fratello.
Fredo: What a trip, Jesus Christ, the whole time I'm thinking what if someone knew what I got in here.
Fredo: Oh, 'scuse me.
Michael: It's all right.  He stays with me all the time.
Fredo: Oh.  Mikey, what's up?  I'm totally in the dark.
Michael: We're making an investment in Havana.
Fredo: Great, Havana's great.  Lots of activity in Havana!  Anybody I know here.  Five-Angels?  Anybody?
Michael: Johnny Ola... Hyman Roth.
Fredo: I never met them.
Michael: Pentangeli's dead.  He was ambushed by the Rosato Brothers.
Fredo: No.  No, I didn't.  Who tells me anything?  I been kept in the dark so long, I'm getting used to it.
Michael: I want you to help me, Fredo.
Fredo: That's what I'm here for.
Michael: Tonight I want to relax with you.
Fredo: Count on me; that's my specialty.
Michael: I'd like to come along.  There's been a lot of strain, and I've been cooped up in this room for three days.
Fredo: Me and you, great!  Gimme an hour to wash my face and do my research and we'll have these Washington suckers right where you want 'em. ",Fredo,Michael,Siblings,Godfather Part II,Male,Male,1,White,White,
105," Fredo: Wait'll you see!
Fredo: Mikey, why would they ever hit poor old Frankie Five-Angels?  I loved that ole sonuvabitch.  I remember when he was just a 'button,' when we were kids.  We used to put bedsheets on our heads, you know, like we were ghosts.  An' ole Frankie come peek into our room, we'd jump up, and he'd always pretend like he was really scared.
Michael: It was hard to have him killed.
Fredo: You?  What do you mean you, I thought...
Michael: It was hard to have him killed.
Fredo: You?  What do you mean you, I thought...
Michael: It was Frankie tried to have me hit.
Fredo: No.  I mean, are you sure?
Michael: You know otherwise, Freddie?
Fredo: Me?  NO, no, I don't know anything. ",Fredo,Michael,Siblings,Godfather Part II,Male,Male,1,White,White,"Fredo is also referred to as ""Freddie"""
106," Michael: How is your wife, Fredo...your marriage?
Fredo: You know her; drives me crazy, one minute she's a popsicle, the next she's all vinegar.  Sometimes I think... I think - I should a married someone, like you did.  To have kids, to have a family.
Fredo: What's that?
Michael: The song.  Are you sincere with me, Fredo?
Fredo: Sincere.  What are you talking about, of course I'm sincere with you, Mike.
Michael: Then I'm going to confide in you; trust you with something.
Fredo: Mike, are you crazy, I'm your brother.
Michael: Tonight we've been invited to a reception at the Presidential Palace; to bring in the New Year.
Michael: The same man who tried in Nevada...
Fredo: But, you told me yourself...
Michael: It was never Pentangeli... I've always known that.  It was Roth all along.  He talks to me as a son; as his successor, but the old man thinks he'll live forever.
Fredo: What do you want me to do?
Michael: To go tonight, with me, as though we know nothing.  I've already made my move.
Fredo: What is it?  Can I help?
Michael: The old man will never bring in the New Year. ",Fredo,Michael,Siblings,Godfather Part II,Male,Male,0,White,White,your wife
107," Fredo: I don't have a lot to say, Michael.
Michael: We have time.
Fredo: I was kept pretty much in the dark.
Michael: What about now, is there anything you can help me out with?
Fredo: I know they get Pentangeli, that's all I know.
Fredo: I didn't know it was a hit.  I swear to you I didn't know.  Johnny Ola contacted me in Beverly Hills --
Michael: And you believed that story.
Fredo: He said there was something good in it for me...me on my own.
Michael: I've always taken care of you.
Fredo: Taken care of me.  Mike, you're my kid brother, and you take care of my.  Did you ever think of that.
Michael: It's the way Pop wanted it.
Fredo: It wasn't the way I wanted it!  I can handle things.  I'm not dumb Christ, not like everyone says.
Michael: There's nothing more you can tell me about this investigation?
Fredo: The lawyer; Questadt, he belongs to Roth.
Michael: You're nothing to me now, Fredo; not a brother, not a friend, I don't want to know you, or what happens to you.  I don't want to see you at the hotels, or near my home.  When you visit our Mother, I want to know a day in advance, so I won't be there.  Do you understand?
Michael: I don't want anything to happen to him while my Mother's alive. ",Fredo,Michael,Siblings,Godfather Part II,Male,Male,1,White,White,
108," Jackie: I think you're crazy. Don't look over, it's Lenny Silverman.
Jill: Who is that?
Jackie: A real swinger. He's been trying to fuck me for about two hundred years.
Jackie: Hi, Leonard. ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
109," Jill: I am? I mean why?
Jackie: Oh, honey, don't be totally naive.
Jill: I'm not. Maybe I am.
Jackie: No, listen. He's a very good hairdresser.
Jackie: Well, he is.
Jill: So what's your point?
Jackie: Jill, I'm just trying to be helpful.
Jill: I know, I'm sorry.
Jackie: I spent three years with him. I just couldn't take it not knowing who was gonna pay the rent... his unemployment or mine. George was adorable but it drove me crackers.
Jill: George is great but I know what you mean.
Jackie: Face it, you can go around with cute guys and get hung up on their sexy bodies and things like that but sooner or later you've got to find somebody. Face it, time isn't on your side.
Jill: I guess not. ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
110," Jackie: Jill, you're a real sweetie pie.
Jill: Don't be silly.
Jackie: You're really a love -- you sure?
Jackie: Well, what is it, honey?
Jill: Nothing.
Jackie: It must be something.
Jill: Well, it's George.
Jackie: I thought you said things were great with George.
Jill: Well they are. But we have problems. You say things are great with Lester. Is he going to marry you?
Jackie: We don't think marriage is important.
Jill: But you have problems? ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
111," Jackie: Five times a day?
Jackie: Really, Jill, aren't you exaggerating just a little? Five times a day?
Jill: Well, you know what I mean.
Jackie: After four years? No I don't... and I don't know too many girls who do.
Jill: I'm exaggerating.
Jackie: How much?
Jill: Jackie --
Jackie: What? ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
112," Jackie: He does?
Jill: Well yes -- you know that about George.
Jackie: It's been so long I don't how long?
Jill: Quite a while... an hour, an hour and a half -- sometimes forty-five minutes -- that's quite a while, isn't It?
Jackie: I would say so, yes.
Jill: Honey?
Jackie: What?
Jill: I think you're going to hit that car in front of us. ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
113," Jackie: Well, there was this one time --
Jill: Didn't you have any panties on?
Jill: What did you do?
Jackie: Well... I just kept wiping that dish. Maybe it doesn't sound very sexy but it was.
Jill: No, it sounds very sexy -- did you just stay by the sink all that time?
Jackie: No, he picked me up and carried me out to the sundeck -- God, it was hot. The wood on the sundeck, everything. ",Jackie,Jill,Friends,Shampoo,Female,Female,1,White,White,
114," Jackie: Jesus...
George: I don't know. Probably not.
Jackie: Jill's really great, isn't she?
George: Great... so how's everything with you?
Jackie: Great, more or less.
George: How long you had this?
Jackie: Oh, about six weeks now... Lester --
George: I'm sure.
Jackie: He's a very private person, actually.
George: Yeah -- he doesn't happen to know that we went together, does he?
George: You going to tell him? ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
115," Jackie: Well, I do.
Jackie: Where do you want to do this?
George: Probably the bathroom.
Jackie: Can't you do it out here?
George: Well, it depends. If you just wanted a combout. I guess I could.
Jackie: Well, what do you think?
George: I don't know. Why don't you sit down. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
116," Jackie: Is this all right?
George: Yeah.
Jackie: Well, what do you think?
George: I'd cut it...
Jackie: You would?
George: Yeah, I think so...
Jackie: You don't seem very sure.
George: No, I'm sure.
Jackie: Okay... but I want you to know one thing.
George: Okay. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
117," Jackie: Jill's coming with us.
George: Great.
Jackie: She's incredible...
George: Yeah... I mean great.
Jackie: Getting my hair cut is always a little nerve-wracking.
George: Whew.
Jackie: What's wrong?
George: It's hot in here.
Jackie: It's the sauna, I keep the sauna on and it makes the whole bathroom hot.
George: Yeah... wow.
Jackie: Not too much, don't cut too much.
George: Jackie, would you argue with your doctor.
Jackie: The shrink? Many times.
Jackie: Bernstein... seemed to think I hated men.
George: Do you? You still see him?
Jackie: No.
George: Why not?
George: Why not?
George: And?
Jackie: And what?
George: Did you?
Jackie: It was after you, baby. After you.
George: Boy, that sauna is really... can't you turn it down or something?
Jackie: No... Lester likes it on all the time in case he wants to use it. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
118," Jackie: Anyway, he offered me a silver cloud. At least he should give me a Ferrari and pay off my house and give me a nine carat ring or something...
George: Did Lester know about him?
Jackie: There was nothing to know.
George: I just have to do one little thing.
Jackie: If you screw me up for tonight, I'll kill you, I swear to God, I'll kill you.
George: I won't screw you up. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
119," Jackie: George... how about Felicia?
George: What?
Jackie: Did you?
George: Did I what?
Jackie: You know what I'm talking about.
George: Hey, I don't tell.
Jackie: Can I count on that? I just want to see Lester with me and that cunt in the same room tonight.
George: Yeah?
Jackie: Well, did you or didn't you?
George: Now, baby... if I told you about her... then you couldn't count on me not telling anymore... could you?
Jackie: You did, didn't you?
George: Baby...
Jackie: You did, I know you did.
George: One of my few virtues is discretion.
Jackie: You just can't stand to miss one of them, can you? ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
120," Jackie: George...
George: Yeah, baby...
Jackie: You're a genius.
Jackie: You're a genius, do you know that, you're a genius?
Jackie: Oh, no.
Jackie: Oh, no. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
121," Jackie: No! Don't! Please!
George: I don't want to... I swear...
Jackie: It'll ruin everything.
George: I know... you don't know, I know.
Jackie: Don't, don't, don't...
Jackie: Oh, no...
Jackie: It's Lester. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
122," Jackie: Feel better? Let's go.
George: Jesus Christ, there's Norma Stern.
Jackie: What about it?
George: Looks like somebody took a dump in it, that's the worst color job I've -- ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
123," George: I've got to get her out of here.
George: You were great.
Jackie: No, I blew it, I blew it with Lester.
George: No you didn't.
Jackie: You don't think so? I do.
George: You were great.
Jackie: You always say that... I really care for Lester, don't I?
George: That sounds like me.
Jackie: I am you, you little bastard.
Jackie: Where do you want to go?
George: Sammy's?
Jackie: He still having parties?
George: He never stopped. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
124," George: What are you looking at?
Jackie: The lawn -- it looks like it goes on forever, doesn't it?
George: Am I entertaining you?
Jackie: We're friends. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,White
125," George: Mmmm --
George: Look who's talking.
Jackie: Me?
Jackie: Well of course. Who loves a big fanny on a man?
George: Not me, pal. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
126," George: I've got to leave?
George: Why?
Jackie: Lester's on his way.
George: Where are you going?
Jackie: Please, we'll have to talk later --
George: Look about last night --
George: It's not okay, I mean we've got to talk now. Where are you going?
Jackie: Look -- either you leave or I leave because I don't want the two of us here when Lester arrives. I just don't --
Jackie: My God that's him --
Jackie: That's it, then I'm leaving. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
127," George: Pull over, pull over!
Jackie: You're going to kill me.
George: No --
George: I want to marry you. I want to take care of you and I want your children, and I want you to be my girl. That's all I want. That's all I want out of my life, and it's a lot.
George: Look, I don't know if I'll ever make it. I mean I'm a fuckup, but I'll take care of you, I'll make you happy, I swear to God I will.
George: Jackie... Jackie?... answer me, for God's sake, answer me.
Jackie: If you knew how many times I wanted to hear you say that...
George: So I'm saying it...
Jackie: It's too late...
George: What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.
Jackie: Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.
George: So what? You don't love him, do you? Answer me.
Jackie: What's that supposed to mean?
George: I don't know... Jackie?
Jackie: What?
George: I don't trust... anyone... but you...
Jackie: Oh my baby...
Jackie: God, there's Lester...
George: Don't go, Jackie...
Jackie: I can't just let him stand by the door...
George: Don't leave me...
Jackie: I've got to... I've got to tell him where I am.
George: What for?
Jackie: I don't know -- I've got to. ",George,Jackie,Friends,Shampoo,Male,Female,1,White,White,
128," Margaret: And Eve was weak and... say it, woman!
Carrie: Momma, please help me.
Margaret: And Eve was weak and loosed the raven on the world.
Carrie: They threw things...
Carrie: Momma, please listen.
Margaret: And the Lord visited Eve with a curse, and the curse was the Curse of Blood!
Carrie: You should have told me!
Margaret: O Lord, help this sinning woman see the sin of her days and ways. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,"momma, woman"
129," Carrie: No, Momma.
Margaret: Don't you lie to me, Carietta, don't you know by now I can see inside you? I can see your sin just as surely as God can.
Carrie: Momma, let me go.
Margaret: We will pray. We will pray, woman, we will pray to Jesus for our woman-weak, wicked, sinning souls... ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,"momma, woman"
130," Carrie: It makes me have pimples, Momma.
Margaret: Your pimples are the Lord's way of chastising you.
Carrie: Momma?
Margaret: Yes?
Carrie: Momma, please see that I have to start to get... to try and get along with people.
Margaret: Whatever are you going on about? Have you been showering with the other girls again?
Carrie: I... I've been invited to the prom.
Margaret: Prom?
Carrie: It's next Friday, and ­ 71 MARGARET
Carrie: Momma, please see that I'm not like you. I'm funny, I mean, the kids think I'm funny. I don't want to be. I want to try and be a whole person before it's too late to ­ Margaret throws her cup of tea in Carrie's face. It's cold, wet, sticky. But Carrie holds herself in, she's going to be in charge this time. She takes a deep swallow and continues: CARRIE ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
131," Margaret: Go to your closet and pray. Ask to be forgiven!
Carrie: You'll like this boy, he....
Margaret: Boys. Yes, boys come next. After the blood, the boys come.
Carrie: Momma ­ MARGARET
Carrie: Please stop...
Margaret: Yes, in cars. Yes. I know where they take you in their cars.
Carrie: Momma, you better stop.
Margaret: You're not going. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
132," Margaret: Then say no. Say no. Or we'll move.
Carrie: No.
Margaret: We'll move from here and you'll never see that boy again.
Margaret: The rain's coming in.
Carrie: Momma, sit down.
Margaret: I'm going to close the windows.
Carrie: I'll get them. Please sit and talk to me.
Margaret: No.
Carrie: I'm going, Momma. And things are going to change around here. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
133," Margaret: It's Satan's power. First he entered your father, carried him off...
Carrie: He ran away, Momma. Everyone knows that.
Margaret: The devil tempted him.
Carrie: He ran away with a woman, Momma.
Margaret: All men are the same. That boy, he's like all the rest, he doesn't ­ Flex.
Carrie: I don't care. He asked me to go. And I'm going. I'm going, Momma. You can't stop me. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
134," Margaret: Red. I might have known it would be red.
Carrie: Only clearing the thread, Momma.
Margaret: It's Satan.
Carrie: Oh, momma.
Margaret: He has given you a power.
Carrie: Momma, it doesn't have anything to do with Satan. It's me. If I concentrate hard enough, I can make things move.
Margaret: Satan is clever.
Carrie: Momma, there are other people... people with the power... It's a part of me.
Margaret: Satan...
Carrie: If it were, I'd know it.
Margaret: You poor child. He doesn't let you know he's working through you.
Carrie: Momma, I'd know.
Margaret: You are to renounce this power. You must give it up. You must never use it.
Carrie: I'm going to do my homework, Momma.
Margaret: There's going to be a judgement! ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
135," Margaret: He's not coming.
Carrie: Stop it, Momma. I'm nervous enough.
Carrie: Stop hurting yourself, Momma. That's not going to stop me either.
Carrie: Go away, Momma.
Margaret: You know I'm right. He'll laugh at you. They'll all laugh at you.
Carrie: No. It'll be okay. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
136," Margaret: I should have killed you when you were born.
Carrie: Momma, I love you. Please help me!
Margaret: Sin never dies.
Carrie: You. You tricked me. ",Carrie,Margaret,Child-Parent,Carrie,Female,Female,0,White,White,momma
137," Carrie: Ohuh?
Tommy: How're you doing?
Carrie: Okay.
Tommy: What're you reading?
Carrie: It's about... um.. sewing...
Carrie: What?
Tommy: The Prom...
Carrie: I don't like to be tricked.
Tommy: Carrie... ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
138," Tommy: Why not?
Carrie: Momma's resting. What do you want?
Tommy: Right to the point, huh? Okay, about the prom.
Carrie: I already told you.
Tommy: Nothing to stop you changing your mind. Girls do it all the time.
Carrie: Why are you doing this?
Tommy: Hey, I'm asking you because I want to.
Carrie: No.
Tommy: Look, I don't do anything I don't want to.
Carrie: I can't.
Tommy: Sure you can.
Carrie: You better go. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
139," Tommy: Don't you think you better answer?
Carrie: No one, Momma.
Tommy: You're going with me.
Carrie: I can't.
Tommy: You're going.
Carrie: They'll laugh.
Tommy: No one will laugh. We'll see to it.
Carrie: Please. Please go.
Tommy: Not `til you say yes.
Carrie: Why? Why is it so important to you?
Tommy: I don't know. Maybe it's because you liked my poem.
Carrie: Yes.
Tommy: I'll pick you up at eight.
Carrie: Fine. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
140," Carrie: It's like a dream.
Tommy: You can still change your mind, you know.
Carrie: Easier said than done.
Tommy: C'mon.
Carrie: No. Please ­ not yet.
Tommy: Scared? ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
141," Carrie: You won't.
Tommy: Better not. Hey, listen, do you really have to be back so early?
Carrie: I promised.
Tommy: Okay. I understand.
Carrie: I'm sorry.
Tommy: No, it's okay. Listen, the other kids are going over to Lewiston after the Prom ­ CARRIE
Tommy: What is?
Carrie: You want to go with your friends. I don't want to spoil anything... ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
142," Carrie: I've never been there.
Tommy: Hey, great. We'll have the place all to ourselves. Great!
Carrie: Tommy...
Tommy: C'mon...
Carrie: I don't... I can't... I...
Tommy: You can. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
143," Carrie: It's just...
Tommy: No harm, no foul.
Tommy: You danced.
Carrie: I don't even know how to...
Tommy: It's easy.
Carrie: Tommy... why?
Tommy: Why what?
Carrie: Why am I here?
Tommy: It's the prom. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
144," Tommy: Because I asked you. And...
Carrie: Why? Why did you?
Tommy: Because I wanted to.
Carrie: Why?
Tommy: Because...
Carrie: Oh.
Tommy: Look, Carrie, we're here, we're together... and I like it, you know...
Carrie: But...
Tommy: Hey, look! ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
145," Carrie: Tommy...
Tommy: I know.
Carrie: Do you want to?
Tommy: Hell, no. If you win, all you do is sit up there for the school song and one dance. And they put your picture in the yearbook so everyone can see we looked like idiots. Besides, it's the last year.
Carrie: They're beautiful.
Tommy: You're beautiful.
Carrie: Who do we vote for? They're more your crowd than mine. ",Carrie,Tommy,Lovers,Carrie,Female,Male,0,White,White,
146," Carrie: In fact, I don't really have a crowd.
Tommy: Let's vote for ourselves. To the devil with false modesty.
Tommy: Hurt yourself?
Carrie: No.
Tommy: There's still your boat. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
147," Carrie: Don't.
Tommy: What?
Carrie: Don't vote for us.
Tommy: In for a penny, in for a pound. That's what my grandmother used to say.
Carrie: Don't. Please.
Tommy: For you. ",Carrie,Tommy,Lovers,Carrie,Female,Male,1,White,White,
148," Personnel officer: No trouble with the Hack Bureau?
Travis: No Sir.
Personnel officer: Got your license?
Travis: Yes.
Personnel officer: So why do you want to be a taxi driver?
Travis: I can't sleep nights.
Personnel officer: There's porno theatres for that.
Travis: I know. I tried that.
Personnel officer: So whatja do now?
Travis: I ride around nights mostly.
Personnel officer: We don't need any misfits around here, son.
Travis: You kiddin? Who else would hack through South Bronx or Harlem at night?
Personnel officer: You want to work uptown nights?
Travis: I'll work anywhere, anytime. I know I can't be choosy.
Personnel officer: How's your driving record?
Travis: Clean. Real clean.
Personnel officer: Listen, son, you gonna get smart, you can leave right now.
Travis: Sorry, sir. I didn't mean that.
Personnel officer: Physical? Criminal?
Travis: Also clean.
Personnel officer: Age?
Personnel officer: Twenty-six.
Personnel officer: Education?
Travis: Some. Here and there.
Personnel officer: Military record?
Travis: Honorable discharge. May 1971.
Personnel officer: You moonlightin?
Travis: No, I want long shifts.
Personnel officer: We hire a lot of moonlighters here.
Travis: So I hear.
Personnel officer: Hell, we ain't that much fussy anyway. There's always opening on one fleet or another.
Travis: No.
Personnel officer: Well then check back tomorrow.
Travis: Yes, Sir. ",Personnel officer,Travis,Workplace Superior - Subordinate,Taxi Driver,Unk,Male,0,Unk,White,"Personnel officer is not a name, sir"
